state,city,card_provider,response_code,amount
Washington,Redmond,VISA,Issuer unavailable,526.7876668
Illinois,Lombard,MASTERCARD,Approved,933.4355197
California,Mountain View,MASTERCARD,Approved,194.5777808
California,Mountain View,VISA,Do not honor,47.36329252
California,Mountain View,DISCOVER,Incorrect PIN,12872.32593
California,San Jose,MASTERCARD,Issuer unavailable,1155.698079
Ohio,Cincinnati,VISA,Approved,3870.112994
Ohio,Cincinnati,MASTERCARD,Approved,1993.929111
California,Mountain View,VISA,Approved,411.1744316
California,Mountain View,MASTERCARD,Do not honor,225.1150534
Washington,Seattle,MASTERCARD,Invalid amount,1280.148765
Washington,Redmond,AMEX,Insufficient funds,174.2445722
California,Mountain View,VISA,Approved,60.99194531
California,Mountain View,AMEX,Do not honor,1773.568001
California,Mountain View,VISA,Invalid transaction,9.088329117
California,San Francisco,MASTERCARD,Insufficient funds,3802.418412
California,Menlo Park,AMEX,Incorrect PIN,372.3687679
Virginia,Ashburn,VISA,Approved,200.6525622
New Jersey,Absecon,VISA,Issuer unavailable,4781.23947
Virginia,Ashburn,DISCOVER,Approved,1811.81426
Washington,Redmond,MASTERCARD,Insufficient funds,416.2293197
Ohio,Cincinnati,VISA,Approved,1283.595692
California,Menlo Park,VISA,Approved,92.68279381
Illinois,Chicago,AMEX,Approved,1864.033015
California,Mountain View,VISA,Approved,314.675765
Virginia,Chantilly,VISA,Approved,156.3523045
California,Mountain View,MASTERCARD,Approved,1979.427922
Ohio,Cincinnati,VISA,Approved,1692.274175
Florida,Miami,MASTERCARD,Approved,2338.740614
Washington,Redmond,AMEX,Approved,53.53244159
Washington,Seattle,AMEX,Approved,1253.596189
Nevada,Las Vegas,AMEX,Insufficient funds,4199.968847
New Jersey,Woodbridge,AMEX,Approved,11785.72137
California,San Francisco,AMEX,Approved,1718.576739
New York,New York,VISA,Approved,1618.922086
Washington,Redmond,MASTERCARD,Approved,618.0874212
Virginia,Ashburn,DISCOVER,Approved,2319.733491
California,Sunnyvale,VISA,Approved,1125.956121
Ohio,Cincinnati,AMEX,Approved,6085.023808
California,Mountain View,MASTERCARD,Approved,565.1436243
North Carolina,Rural Hall,VISA,Insufficient funds,1426.845997
California,Mountain View,MASTERCARD,Approved,165.4546891
California,Mountain View,MASTERCARD,Approved,1433.294125
California,Carlsbad,DISCOVER,Approved,3239.696941
Ohio,Cincinnati,MASTERCARD,Approved,2362.05979
Washington,Seattle,AMEX,Approved,930.9772801
Virginia,Ashburn,MASTERCARD,Approved,1497.499463
Florida,West Palm Beach,VISA,Approved,2099.751009
Virginia,Ashburn,AMEX,Approved,2056.502114
California,Santa Clarita,MASTERCARD,Approved,337.2911877
California,Mountain View,VISA,Approved,138.1653301
California,Mountain View,AMEX,Approved,816.3801596
Texas,Brownsville,DISCOVER,Approved,19.06496961
New Jersey,Cherry Hill,MASTERCARD,Approved,1230.22853
Virginia,Fairfax Station,VISA,Insufficient funds,2326.755993
Texas,Little Elm,VISA,Approved,157.3160045
Alabama,Anniston,AMEX,Approved,43.74435013
Virginia,Ashburn,VISA,Approved,451.3495229
Ohio,Loveland,DISCOVER,Approved,479.8304678
California,San Francisco,MASTERCARD,Approved,845.2881305
Michigan,Grosse Pointe,AMEX,Approved,400.2430258
Ohio,Cincinnati,AMEX,Approved,358.690635
Louisiana,Doyline,VISA,Approved,171.8675952
California,Menlo Park,MASTERCARD,Insufficient funds,112.0868368
Ohio,Cincinnati,AMEX,Approved,798.7055259
Washington,Redmond,VISA,Approved,329.934155
Washington,Redmond,MASTERCARD,Approved,254.6942043
Washington,Redmond,MASTERCARD,Approved,1277.985104
Massachusetts,Natick,VISA,Approved,1358.514992
New York,Tappan,MASTERCARD,Approved,3300.659819
Ohio,Cincinnati,VISA,Approved,304.3609118
California,Mountain View,AMEX,Approved,1523.81727
California,Sunnyvale,MASTERCARD,Insufficient funds,251.6740401
California,Menlo Park,DISCOVER,Approved,1999.136061
Illinois,Chicago,AMEX,Approved,1978.729798
Ohio,Cincinnati,VISA,Approved,1260.9151
Massachusetts,Amherst,MASTERCARD,Insufficient funds,2322.650763
California,Mountain View,MASTERCARD,Approved,77.51981188
California,Menlo Park,VISA,Approved,7383.772529
New York,New York,VISA,Approved,1313.938567
California,Mountain View,VISA,Approved,1937.929379
Illinois,Chicago,DISCOVER,Approved,3003.895958
New York,Brooklyn,MASTERCARD,Approved,2141.521585
Ohio,Cincinnati,AMEX,Approved,3171.073367
California,Mountain View,VISA,Approved,1026.674164
California,Mountain View,MASTERCARD,Approved,740.8874733
California,Mountain View,MASTERCARD,Approved,1378.202188
California,Mountain View,MASTERCARD,Approved,515.0441196
California,Mountain View,VISA,Approved,703.208571
Virginia,Ashburn,VISA,Approved,2818.096859
Florida,Coral Gables,VISA,Insufficient funds,49.95042056
Virginia,Ashburn,AMEX,Approved,2040.721705
Wisconsin,Milwaukee,MASTERCARD,Approved,3491.121412
New York,New York,VISA,Approved,297.5585136
Washington,Seattle,MASTERCARD,Approved,1445.544661
Virginia,Ashburn,VISA,Approved,2910.675554
California,San Francisco,VISA,Approved,780.462935
California,Mountain View,AMEX,Approved,943.2108424
Virginia,Ashburn,VISA,Insufficient funds,279.4639177
Washington,Redmond,MASTERCARD,Approved,914.5767022
Virginia,Ashburn,VISA,Approved,386.1770999
Virginia,Ashburn,AMEX,Approved,778.3183273
Ohio,Cincinnati,VISA,Approved,2768.118556
Virginia,Ashburn,VISA,Approved,859.9376009
Ohio,Cincinnati,MASTERCARD,Approved,116.1053294
Washington,Seattle,MASTERCARD,Approved,407.7582938
California,Mountain View,DISCOVER,Approved,4.584443213
California,Mountain View,AMEX,Incorrect PIN,1967.790141
California,Mountain View,AMEX,Approved,652.3211154
California,Mountain View,AMEX,Approved,730.6518646
Washington,Seattle,MASTERCARD,Approved,6601.616025
California,Mountain View,AMEX,Approved,5568.545548
California,Mountain View,VISA,Approved,1032.905049
California,Mountain View,MASTERCARD,Approved,5529.067576
Virginia,Ashburn,VISA,Insufficient funds,1088.493733
Washington,Seattle,VISA,Approved,19.22960602
New York,New York,VISA,Approved,3335.319056
Washington,Seattle,AMEX,Approved,169.6612335
Washington,Seattle,MASTERCARD,Approved,174.6848601
Ohio,Cincinnati,MASTERCARD,Approved,1770.790147
New Jersey,Matawan,MASTERCARD,Approved,1477.335179
Michigan,Ann Arbor,VISA,Approved,884.3257823
California,Mountain View,AMEX,Approved,2136.002099
California,Mountain View,AMEX,Approved,5558.971413
California,Mountain View,VISA,Approved,1183.780009
California,Menlo Park,MASTERCARD,Approved,1744.701574
California,Menlo Park,MASTERCARD,Incorrect PIN,2.129007613
Washington,Seattle,MASTERCARD,Approved,1173.738642
California,Mountain View,AMEX,Approved,997.256982
California,Mountain View,VISA,Insufficient funds,1051.908831
California,Menlo Park,AMEX,Approved,1758.810102
Washington,Seattle,AMEX,Do not honor,1865.648342
Virginia,Ashburn,VISA,Approved,855.521475
Illinois,Chicago,VISA,Insufficient funds,7304.758277
Idaho,Meridian,MASTERCARD,Approved,14.30293173
Washington,Seattle,VISA,Approved,209.0924923
Illinois,Lombard,VISA,Insufficient funds,955.2829367
Virginia,Ashburn,DISCOVER,Approved,817.9924795
California,Mountain View,MASTERCARD,Invalid card number,4410.270114
California,Mountain View,VISA,Approved,1305.342977
Virginia,Ashburn,DISCOVER,Do not honor,2584.885848
California,Menlo Park,AMEX,Lost card - pick-up,7201.152643
Washington,Seattle,VISA,Incorrect PIN,463.7145786
Ohio,Cincinnati,AMEX,Approved,76.93203233
New York,Brooklyn,MASTERCARD,Approved,68.9750069
Ohio,Cincinnati,VISA,Approved,6099.955751
California,Mountain View,VISA,Invalid card number,7509.002745
Virginia,Ashburn,MASTERCARD,Approved,2354.241113
Ohio,Cincinnati,VISA,Approved,4601.256373
California,Mountain View,VISA,Insufficient funds,612.5503835
California,Mountain View,MASTERCARD,Approved,969.8776308
California,Menlo Park,VISA,Insufficient funds,442.5691869
California,Mountain View,AMEX,Approved,592.6004805
Ohio,Cincinnati,MASTERCARD,Approved,1064.238993
California,San Jose,VISA,Insufficient funds,566.8243511
Ohio,Cincinnati,MASTERCARD,Approved,1071.237464
Washington,Redmond,AMEX,Insufficient funds,1672.824947
California,Menlo Park,VISA,Approved,549.2821633
Washington,Seattle,VISA,Approved,434.1121328
California,Mountain View,MASTERCARD,Approved,4633.847043
Nevada,Las Vegas,VISA,Approved,1658.006629
New York,New York,DISCOVER,Insufficient funds,1082.680015
Washington,Seattle,AMEX,Approved,826.8889204
California,Sunnyvale,VISA,Insufficient funds,2508.125661
California,Menlo Park,MASTERCARD,Approved,1127.969299
California,Mountain View,AMEX,Approved,953.7873756
California,Mountain View,MASTERCARD,Approved,2299.795269
Ohio,Cincinnati,MASTERCARD,Approved,612.5797276
New Jersey,Absecon,MASTERCARD,Approved,3001.117017
Washington,Redmond,VISA,Approved,2293.531396
Virginia,Ashburn,AMEX,Approved,68.36093203
California,Sunnyvale,VISA,Approved,2170.875665
Ohio,Cincinnati,MASTERCARD,Approved,276.2730453
Washington,Redmond,MASTERCARD,Approved,403.8469524
Washington,Redmond,AMEX,Insufficient funds,1374.031542
California,Mountain View,AMEX,Approved,225.9896132
California,Mountain View,AMEX,Approved,5170.160991
Illinois,Gurnee,AMEX,Approved,2141.995958
Washington,Redmond,VISA,Approved,2430.185481
Washington,Redmond,VISA,Approved,1730.418303
Washington,Redmond,VISA,Approved,758.0908906
Washington,Redmond,AMEX,Approved,827.1655893
Ohio,Cincinnati,VISA,Approved,136.7156752
Virginia,Ashburn,VISA,Approved,52.84878444
California,Sunnyvale,AMEX,Approved,451.0657214
California,San Jose,VISA,Approved,222.3192368
California,Mountain View,MASTERCARD,Insufficient funds,3801.807049
California,Mountain View,AMEX,Approved,3005.437773
New York,New York,AMEX,Insufficient funds,8065.074484
Ohio,Cincinnati,AMEX,Approved,103.2077285
California,San Francisco,MASTERCARD,Approved,4994.206891
Washington,Seattle,VISA,Approved,533.882442
New Jersey,Absecon,MASTERCARD,Insufficient funds,201.8665227
Florida,Orlando,MASTERCARD,Approved,1878.253609
Georgia,Atlanta,VISA,Invalid amount,2533.103385
California,Menlo Park,VISA,Insufficient funds,1047.81908
Virginia,Ashburn,VISA,Approved,438.0523438
California,Sacramento,DISCOVER,Insufficient funds,2089.468502
Missouri,Kansas City,VISA,Approved,1524.922249
Washington,Redmond,VISA,Approved,2.83080864
Washington,Redmond,AMEX,Approved,1125.597981
California,Santa Clara,VISA,Do not honor,1631.675476
Washington,Redmond,VISA,Insufficient funds,614.9232391
Pennsylvania,Malvern,VISA,Approved,2059.072541
California,San Jose,MASTERCARD,Do not honor,6334.064287
Washington,Redmond,AMEX,Insufficient funds,50.24723677
Washington,Seattle,VISA,Approved,11720.00296
Texas,Webster,VISA,Insufficient funds,1850.552448
Virginia,Ashburn,VISA,Approved,761.7295582
California,Mountain View,MASTERCARD,Do not honor,461.5044886
Washington,Seattle,MASTERCARD,Invalid transaction,1507.079164
Florida,Altamonte Springs,VISA,Invalid amount,2576.29189
California,Mountain View,MASTERCARD,Invalid card number,4282.966673
California,Mountain View,AMEX,Insufficient funds,135.9670584
Virginia,Ashburn,VISA,Incorrect PIN,1134.724432
Louisiana,New Orleans,AMEX,Transaction not permitted to cardholder,834.4650785
Ohio,Cincinnati,MASTERCARD,Approved,1760.507122
New Mexico,Albuquerque,MASTERCARD,Approved,1214.482483
Washington,Seattle,VISA,Insufficient funds,4194.290021
Wisconsin,Wisconsin Rapids,MASTERCARD,Issuer unavailable,79.80900178
Ohio,Cincinnati,AMEX,Approved,810.7172003
Missouri,Kansas City,VISA,Approved,1367.566705
California,Mountain View,VISA,Approved,3979.083951
New York,Buffalo,VISA,Approved,1510.022894
Ohio,Cincinnati,MASTERCARD,Approved,87.51191296
Nevada,Reno,VISA,Approved,2320.254524
California,Mountain View,MASTERCARD,Insufficient funds,3442.733788
Ohio,Cincinnati,AMEX,Approved,336.4660112
Florida,Altamonte Springs,VISA,Approved,16859.87656
New York,New York,VISA,Insufficient funds,134.8508132
California,San Francisco,VISA,Approved,2944.792869
New York,New York,VISA,Insufficient funds,1566.864154
Washington,Seattle,VISA,Approved,206.8758081
California,Mountain View,AMEX,Approved,24.6238887
California,Menlo Park,VISA,Approved,1125.909664
Virginia,Alexandria,VISA,Approved,502.6014861
California,Menlo Park,VISA,Approved,129.406962
California,Mountain View,VISA,Approved,1454.366707
Ohio,Cincinnati,DISCOVER,Approved,2687.866185
Nevada,Las Vegas,VISA,Approved,5316.06502
California,Mountain View,MASTERCARD,Approved,454.815656
Washington,Seattle,AMEX,Approved,6469.485974
Massachusetts,Town of Boxborough,MASTERCARD,Approved,556.0056916
Washington,Redmond,MASTERCARD,Approved,5905.631202
California,Mountain View,VISA,Approved,3557.694289
California,Fremont,AMEX,Insufficient funds,412.831654
Washington,Seattle,VISA,Issuer unavailable,310.4211868
Washington,Seattle,VISA,Approved,598.2854394
Virginia,Ashburn,VISA,Approved,739.8353248
California,Sunnyvale,AMEX,Approved,3052.613166
California,Mountain View,VISA,Approved,3335.022995
California,Mountain View,AMEX,Refer to card issuer - special condition,15.65082211
California,Mountain View,VISA,Insufficient funds,1505.582119
Nevada,Las Vegas,MASTERCARD,Approved,689.4594362
California,Berkeley,AMEX,Do not honor,2324.838057
Washington,Seattle,AMEX,Insufficient funds,2769.115259
Delaware,Lewes,AMEX,Approved,328.1817416
New York,New York,MASTERCARD,Approved,2468.50879
Arizona,Phoenix,MASTERCARD,Do not honor,466.4099017
Ohio,Cincinnati,VISA,Insufficient funds,200.0266563
Washington,Redmond,AMEX,PIN tries exceeded,2426.927116
Washington,Redmond,VISA,Approved,6676.348341
Washington,Redmond,VISA,Approved,7573.849605
Washington,Redmond,MASTERCARD,Approved,596.4658539
Washington,Redmond,MASTERCARD,Approved,1918.002711
California,Mountain View,DISCOVER,Approved,466.0809688
California,Mountain View,VISA,Approved,2650.726522
Montana,Kalispell,MASTERCARD,Approved,1928.69111
Ohio,Cincinnati,VISA,Approved,346.6507936
Colorado,Denver,MASTERCARD,Approved,693.650373
Washington,Redmond,MASTERCARD,Approved,6521.136969
Washington,Redmond,AMEX,Insufficient funds,2501.600077
Minnesota,Minneapolis,VISA,Approved,679.0269831
Ohio,Cincinnati,AMEX,Approved,5027.599917
California,Mountain View,VISA,Approved,1413.633084
Washington,Redmond,MASTERCARD,Approved,892.9501546
California,Palo Alto,MASTERCARD,Approved,531.4263263
Ohio,Sandusky,MASTERCARD,Insufficient funds,5338.192016
Washington,Seattle,VISA,Approved,1769.752286
California,Palo Alto,VISA,Approved,140.7567207
California,Mountain View,MASTERCARD,Approved,2692.184012
California,Menlo Park,AMEX,Approved,544.8995682
Washington,Seattle,MASTERCARD,Approved,291.7276351
Michigan,Ann Arbor,MASTERCARD,Approved,210.1223943
Pennsylvania,Bala-Cynwyd,AMEX,Approved,138.6901985
Washington,Seattle,MASTERCARD,Approved,5852.413178
Washington,Redmond,VISA,Approved,839.4921292
Washington,Redmond,VISA,Approved,787.3853512
Florida,Tallahassee,VISA,Approved,1094.361276
California,Menlo Park,MASTERCARD,Approved,6626.717247
California,Mariposa,MASTERCARD,Approved,893.7400169
California,Mountain View,AMEX,Approved,4596.203888
California,Mountain View,MASTERCARD,Insufficient funds,908.9640079
California,Mountain View,MASTERCARD,Approved,631.3842464
California,Mountain View,AMEX,Approved,460.5645036
California,Mountain View,VISA,Approved,2927.54911
California,Mountain View,VISA,Approved,605.0642072
Ohio,Cincinnati,VISA,Approved,4597.118076
California,Mountain View,VISA,Approved,1316.524686
California,Mountain View,VISA,Approved,4612.144461
California,Mountain View,VISA,Approved,224.7852938
California,Menlo Park,MASTERCARD,Approved,1603.961138
Washington,Redmond,AMEX,Approved,127.1136842
California,Mountain View,VISA,Approved,845.7787613
California,Mountain View,VISA,Approved,6702.524826
Washington,Redmond,MASTERCARD,Do not honor,3713.363959
Ohio,Sandusky,VISA,Invalid transaction,1811.069309
Ohio,Cincinnati,VISA,Insufficient funds,1659.347527
North Carolina,Chapel Hill,VISA,Approved,2575.96508
Georgia,Canton,VISA,Insufficient funds,185.3949255
California,Menlo Park,VISA,Approved,1865.109668
Washington,Redmond,AMEX,Insufficient funds,1348.920405
New York,New York,MASTERCARD,Approved,1810.013996
Washington,Redmond,VISA,Approved,11499.39117
Washington,Redmond,VISA,Approved,268.7707356
Ohio,Cincinnati,AMEX,Approved,672.5609606
Washington,Seattle,AMEX,Insufficient funds,376.5274656
Washington,Seattle,MASTERCARD,Approved,1094.629328
Florida,Winter Springs,VISA,Approved,429.3577994
California,Palo Alto,VISA,Approved,3850.337491
Washington,Redmond,AMEX,Insufficient funds,6213.841173
Washington,Redmond,AMEX,Approved,454.9769502
California,Mountain View,AMEX,Approved,5145.682265
Ohio,Cincinnati,MASTERCARD,Insufficient funds,602.1366464
California,Mountain View,AMEX,Approved,1476.491942
Washington,Seattle,MASTERCARD,Approved,546.711681
California,Mountain View,DISCOVER,Approved,493.2284754
California,Mountain View,MASTERCARD,Do not honor,379.0538139
California,Mountain View,DISCOVER,Approved,1634.580113
Ohio,Cincinnati,VISA,Approved,1500.521509
Washington,Seattle,AMEX,Approved,2162.105591
California,San Francisco,AMEX,Approved,907.6452726
Washington,Seattle,VISA,Approved,778.3612678
Washington,Redmond,VISA,Insufficient funds,1368.014729
California,Menlo Park,MASTERCARD,Approved,1424.798693
California,Mountain View,VISA,Approved,864.6857474
Virginia,Ashburn,MASTERCARD,Approved,677.1611015
Washington,Seattle,MASTERCARD,Approved,797.3851659
California,Pasadena,MASTERCARD,Approved,1944.014955
California,Castro Valley,AMEX,Do not honor,2608.318344
California,San Francisco,MASTERCARD,Insufficient funds,3613.66884
California,Sunnyvale,MASTERCARD,Incorrect PIN,1224.759689
Washington,Seattle,AMEX,Approved,6531.917827
California,Mountain View,VISA,Approved,1538.651987
California,Mountain View,VISA,Insufficient funds,550.3367753
Ohio,Cincinnati,VISA,Approved,271.8054512
Virginia,Ashburn,DISCOVER,Approved,502.7578958
Washington,Seattle,AMEX,Approved,4693.10922
California,Brea,VISA,Do not honor,656.5127006
New Jersey,Absecon,VISA,Approved,358.7579635
New York,Brooklyn,VISA,Approved,1780.999937
California,Mountain View,VISA,Approved,268.1970552
Washington,Seattle,VISA,Approved,2326.058424
Washington,Redmond,VISA,Approved,616.3630523
Washington,Seattle,VISA,Approved,2890.722677
Ohio,Cincinnati,VISA,Approved,55.61192412
South Dakota,Sioux Falls,MASTERCARD,Approved,685.0378762
Virginia,Ashburn,MASTERCARD,Approved,3513.743401
California,San Francisco,AMEX,Do not honor,591.5081104
California,Mountain View,AMEX,Approved,1731.38634
Virginia,Ashburn,VISA,Approved,7406.576609
New Mexico,Albuquerque,VISA,Approved,1357.771577
Washington,Seattle,VISA,Approved,1299.126731
Ohio,Cincinnati,MASTERCARD,Approved,996.9032259
Virginia,Ashburn,AMEX,Approved,158.890814
California,Mountain View,VISA,Approved,5059.09983
California,Mountain View,AMEX,Approved,790.7249309
Virginia,Ashburn,AMEX,Approved,4643.024147
Virginia,Ashburn,AMEX,Approved,4179.869132
Ohio,Cincinnati,MASTERCARD,Approved,2907.87028
Virginia,Ashburn,VISA,Approved,1080.008117
Virginia,Ashburn,AMEX,Approved,212.4192336
California,San Francisco,VISA,Invalid card number,967.509719
Utah,Providence,VISA,Insufficient funds,440.6229086
Washington,Seattle,AMEX,Approved,566.7051938
Virginia,Ashburn,MASTERCARD,Insufficient funds,140.6734059
California,Mountain View,VISA,Approved,641.6760438
Wisconsin,Madison,AMEX,Approved,865.8448551
California,Mountain View,VISA,Insufficient funds,964.4598039
Missouri,Kansas City,MASTERCARD,Approved,5575.209953
Washington,Seattle,VISA,Approved,1782.254966
California,Menlo Park,MASTERCARD,Insufficient funds,1790.56697
New York,New York,VISA,Approved,5021.537581
Virginia,Ashburn,VISA,Approved,2653.368768
California,Menlo Park,MASTERCARD,Approved,268.1853403
California,Menlo Park,MASTERCARD,Approved,8335.020397
California,San Jose,VISA,Approved,577.2325729
Virginia,Ashburn,MASTERCARD,Approved,3064.601809
California,Mountain View,AMEX,Insufficient funds,204.2641003
California,Mountain View,AMEX,Approved,1361.778545
Ohio,Cincinnati,VISA,Insufficient funds,3310.017326
Washington,Seattle,AMEX,Approved,231.7333503
Texas,Fort Worth,MASTERCARD,Approved,2175.929218
Wisconsin,Kaukauna,DISCOVER,Insufficient funds,2934.372783
Washington,Seattle,MASTERCARD,Approved,3519.803786
Massachusetts,Worcester,VISA,Approved,3316.533129
California,Menlo Park,AMEX,Approved,166.945617
Washington,Seattle,MASTERCARD,Insufficient funds,1734.567252
Washington,Seattle,AMEX,Approved,3441.56807
California,San Francisco,MASTERCARD,Approved,2838.454461
Ohio,Cincinnati,MASTERCARD,Approved,131.47787
Washington,Seattle,MASTERCARD,Approved,224.1957168
California,Hanford,VISA,Exceeds withdrawal limit,3571.47244
California,Mountain View,AMEX,Approved,2813.456027
Virginia,Ashburn,AMEX,Do not honor,4496.433989
Virginia,Ashburn,MASTERCARD,Approved,920.7005309
Virginia,Ashburn,AMEX,Approved,196.9317096
Florida,Tallahassee,VISA,Approved,180.3583728
Ohio,Cincinnati,VISA,Approved,544.0916081
California,Sunnyvale,VISA,Approved,1419.652795
Texas,Austin,VISA,Approved,462.1969324
Virginia,Ashburn,VISA,Approved,1718.559516
California,Menlo Park,VISA,Approved,1779.847738
Virginia,Ashburn,VISA,Approved,5844.774924
